100;0,00471186637878418;0,00466609001159668
200;0,00498604774475098;0,0053410530090332
300;0,00509190559387207;0,00615501403808594
400;0,00572609901428223;0,00765514373779297
500;0,00628495216369629;0,00992298126220703
600;0,0069279670715332;0,0125858783721924
700;0,00785303115844727;0,0188658237457275
800;0,00882983207702637;0,0231599807739258
1000;0,0113339424133301;0,0333020687103271
2000;0,0310208797454834;0,112669944763184
3000;0,0637919902801514;0,234033107757568
4000;0,113022804260254;0,455860137939453
5000;0,170591831207275;0,649045944213867
6000;0,243083000183105;0,951324939727783
7000;0,327309131622314;1,3038489818573
8000;0,4255530834198;1,79184007644653
9000;0,540175199508667;1,71796607971191
10000;0,668493032455444;2,69439697265625
12000;0,95322585105896;4,56268215179443
14000;1,29064393043518;7,05844306945801
16000;1,69795989990234;10,4362399578094
18000;2,14159798622131;14,3526818752289
20000;2,64884686470032;19,1708929538727
